season,matchid,team,match_location,final_points_a,outcome,carries_a,metres_made_a,defenders_beaten_a,clean_breaks_a,offloads_a,passes_a,turnovers_conceded_a,turnovers_won_a,kicks_from_hand_a,kick_metres_a,scrums_won_a,rucks_won_a,lineout_throws_lost_a,lineout_throws_won_a,tackles_a,missed_tackles_a,penalties_conceded_a,scrum_pens_conceded_a,lineout_pens_conceded_a,general_play_pens_conceded_a,free_kicks_conceded_a,ruck_maul_tackle_pen_con_a,red_cards_a
24/25,280938,Ospreys,home,43,win,170,618,29,6,11,189,10,8,35,1150,11,102,2,14,127,19,10,3,0,0,0,2,0
24/25,280939,Vodacom Bulls,away,35,win,124,550,26,5,19,146,11,11,27,820,7,65,0,12,110,21,12,0,1,3,0,3,0
24/25,280939,Emirates Lions,home,22,loss,112,355,21,6,10,116,17,7,13,801,3,62,2,10,117,26,10,2,0,3,0,3,0
24/25,280940,Scarlets,home,30,win,78,164,13,1,8,101,6,6,23,932,6,50,1,16,131,10,14,5,0,3,1,2,0
24/25,280940,Edinburgh Rugby,away,24,loss,112,283,10,2,8,126,14,5,24,853,8,79,1,13,84,13,14,0,2,5,0,3,0
24/25,280941,DHL Stormers,away,12,loss,94,361,17,6,7,92,17,6,14,641,5,50,3,12,143,18,20,7,1,4,2,4,0
24/25,280941,Leinster Rugby,home,36,win,133,305,18,6,13,177,12,13,23,1059,10,87,3,15,81,17,15,4,0,2,1,2,0
24/25,280942,Cardiff Rugby,home,22,loss,125,413,23,9,3,170,11,7,31,742,5,100,1,8,148,28,12,5,0,2,1,1,0
24/25,280942,Hollywoodbets Sharks,away,42,win,118,404,28,8,9,149,18,6,23,777,7,81,1,11,145,23,6,1,1,1,1,0,0
24/25,280943,Munster Rugby,away,38,win,176,707,25,13,14,215,18,3,17,648,10,96,1,19,83,11,11,2,1,0,2,2,0
24/25,280943,Dragons RFC,home,19,loss,85,222,11,5,3,99,13,6,18,806,10,57,1,8,160,25,13,6,1,2,1,4,0
24/25,280944,Zebre Parma,away,15,win,114,397,28,5,18,92,13,6,30,990,6,60,1,14,211,30,15,1,0,7,0,1,0
24/25,280944,Ulster Rugby,home,14,loss,178,405,30,2,8,201,15,5,26,1003,6,127,0,14,106,28,11,2,0,2,0,2,0
24/25,280945,Zebre Parma,away,22,win,111,357,18,7,17,112,11,4,28,851,3,57,1,10,218,30,12,3,0,4,0,1,1
24/25,280945,Edinburgh Rugby,home,17,loss,189,381,30,3,14,221,8,7,28,880,6,136,1,13,95,18,13,2,0,2,1,2,0
24/25,280946,Leinster Rugby,away,22,win,131,298,16,4,10,169,13,7,28,1106,7,93,1,11,131,17,16,1,1,2,1,4,0
24/25,280946,Ospreys,home,19,loss,113,257,17,1,5,112,15,6,27,1158,4,75,4,18,149,16,11,5,0,2,0,0,0
24/25,280947,Emirates Lions,home,30,win,74,372,17,8,8,80,10,14,27,871,5,38,1,10,138,22,18,1,0,6,0,3,0
24/25,280947,DHL Stormers,away,23,loss,165,518,22,13,22,217,23,3,16,702,4,83,0,24,66,17,9,2,1,2,1,0,0
24/25,280948,Vodacom Bulls,home,19,loss,106,251,11,4,6,98,21,7,20,936,7,74,2,17,89,19,9,1,0,4,0,2,0
24/25,280948,Hollywoodbets Sharks,away,29,win,93,383,19,8,18,121,14,8,32,935,4,58,4,12,127,11,21,6,1,6,0,0,0
24/25,280949,Ulster Rugby,away,19,loss,114,333,18,5,8,117,11,5,22,738,4,79,2,12,153,27,19,4,1,6,1,2,0
24/25,280949,Benetton Rugby,home,34,win,141,330,27,4,9,168,9,6,22,845,4,90,1,22,132,18,9,0,0,3,0,3,0
24/25,280950,Munster Rugby,home,29,win,214,487,25,2,17,254,13,6,20,747,7,151,3,15,57,6,7,1,0,2,1,2,0
24/25,280950,Scarlets,away,8,loss,60,158,6,1,2,64,14,7,20,658,9,33,2,5,230,25,17,4,0,5,0,3,0
24/25,280951,Connacht Rugby,home,24,win,144,400,22,7,8,211,17,3,15,509,7,110,0,15,97,12,8,1,0,2,0,3,0
24/25,280951,Cardiff Rugby,away,19,loss,105,290,12,5,7,142,11,6,22,567,7,71,2,13,184,22,11,1,0,6,0,1,0
24/25,280952,Dragons RFC,home,20,loss,133,389,11,3,11,144,15,3,14,579,7,85,2,12,151,24,12,2,0,3,1,1,0
24/25,280952,Glasgow Warriors,away,45,win,156,606,24,12,14,179,18,10,20,714,3,93,1,16,154,11,12,3,0,3,0,0,0
24/25,280953,Edinburgh Rugby,away,34,win,101,251,22,5,3,133,13,6,26,855,11,68,1,10,182,15,8,2,0,3,0,3,0
24/25,280953,Munster Rugby,home,28,loss,141,372,15,9,8,185,17,8,18,550,7,98,2,9,126,22,13,10,0,0,2,0,0
24/25,280954,Dragons RFC,away,21,loss,162,400,26,2,6,186,9,4,20,640,9,110,0,11,122,20,14,2,1,3,1,4,0
24/25,280954,Zebre Parma,home,31,win,110,349,20,7,10,115,12,6,14,614,3,76,2,13,174,26,13,1,1,2,1,2,0
24/25,280955,Hollywoodbets Sharks,away,14,loss,133,378,14,4,18,136,19,9,23,804,4,77,2,11,129,15,13,2,0,5,0,2,0
24/25,280955,Emirates Lions,home,38,win,125,466,15,8,12,132,17,11,29,1176,5,79,1,15,118,14,7,0,0,1,0,3,0
24/25,280956,DHL Stormers,away,19,win,69,217,13,0,5,75,12,3,28,780,7,36,1,11,75,9,12,5,1,2,0,0,0
24/25,280956,Vodacom Bulls,home,16,loss,59,142,9,1,1,54,14,7,23,791,7,45,3,13,59,13,13,2,1,3,1,1,0
24/25,280957,Leinster Rugby,home,42,win,205,536,27,5,13,251,11,6,31,1124,4,134,2,17,109,20,8,1,0,2,1,0,0
24/25,280957,Cardiff Rugby,away,24,loss,113,368,20,7,8,129,7,2,30,973,4,69,3,10,221,27,14,2,1,3,1,3,0
24/25,280958,Scarlets,away,28,loss,135,440,11,5,12,138,7,5,24,667,6,91,2,11,161,24,12,0,0,7,0,5,0
24/25,280958,Ulster Rugby,home,30,win,143,344,24,2,5,158,9,3,24,752,4,106,2,7,145,11,6,1,0,3,0,1,0
24/25,280959,Benetton Rugby,away,30,loss,128,346,20,7,10,157,14,5,21,744,6,85,1,16,183,28,8,2,0,2,1,2,0
24/25,280959,Connacht Rugby,home,38,win,167,486,28,11,10,196,14,8,22,560,5,115,0,5,137,20,14,4,1,4,1,4,0
24/25,280960,Glasgow Warriors,home,31,loss,101,164,18,2,6,116,10,6,15,618,7,77,1,12,154,20,10,3,0,3,1,5,0
24/25,280960,Ospreys,away,32,win,127,307,20,4,8,171,12,4,16,505,5,94,0,14,141,18,12,2,0,1,0,1,0
24/25,280961,Cardiff Rugby,home,20,win,87,355,12,3,3,87,17,6,31,871,6,58,1,11,223,19,13,2,0,2,0,5,0
24/25,280961,Emirates Lions,away,17,loss,174,345,19,2,9,195,10,7,30,1290,8,129,0,14,85,12,12,1,1,2,0,1,0
24/25,280962,Munster Rugby,away,25,loss,159,420,39,4,15,206,9,11,24,789,5,110,2,15,158,30,18,1,0,6,0,1,0
24/25,280962,Glasgow Warriors,home,28,win,133,457,30,7,13,150,20,8,19,794,6,90,2,10,202,39,12,2,0,2,1,4,0
24/25,280963,Hollywoodbets Sharks,home,35,win,124,461,25,2,11,133,23,3,22,715,9,78,0,13,66,18,8,0,2,3,2,1,0
24/25,280963,Zebre Parma,away,34,loss,95,392,18,9,15,99,11,6,27,849,4,46,3,7,136,25,12,4,0,5,0,1,0
24/25,280964,Benetton Rugby,home,21,win,133,492,23,7,5,162,17,5,32,998,5,95,1,14,108,20,8,1,0,1,0,1,0
24/25,280964,Edinburgh Rugby,away,18,loss,85,234,20,5,4,84,9,6,33,1190,6,62,3,11,176,23,14,2,1,4,1,2,1
24/25,280965,Leinster Rugby,away,20,loss,119,399,12,5,10,151,15,7,28,1172,5,69,2,12,79,14,18,6,0,4,0,0,0
24/25,280965,Vodacom Bulls,home,21,win,78,283,14,3,8,97,14,7,25,1139,7,46,2,20,108,12,14,2,1,8,0,1,1
24/25,280966,Dragons RFC,home,30,loss,73,260,13,6,2,70,5,8,28,989,4,44,1,11,146,17,16,0,0,4,0,4,0
24/25,280966,Ulster Rugby,away,34,win,124,371,17,4,7,145,13,3,18,857,2,93,1,14,74,13,15,2,0,5,0,2,0
24/25,280967,Connacht Rugby,away,40,loss,154,540,37,10,15,248,13,5,19,915,6,104,1,12,112,23,11,3,0,4,0,1,0
24/25,280967,Ospreys,home,43,win,115,525,23,7,16,120,11,7,26,967,6,65,1,14,177,37,13,2,1,6,3,2,0
24/25,280968,Scarlets,home,17,loss,112,324,25,5,11,122,16,10,22,687,8,68,2,13,74,24,9,4,0,3,0,1,0
24/25,280968,DHL Stormers,away,29,win,90,344,24,7,10,100,15,7,26,867,6,45,3,13,128,25,10,1,1,2,1,1,0
24/25,280969,Connacht Rugby,home,24,loss,149,502,20,9,17,205,16,4,14,568,5,77,2,12,190,27,10,1,0,3,0,1,0
24/25,280969,Munster Rugby,away,30,win,154,311,27,7,10,152,12,10,29,861,4,110,1,11,128,20,13,0,0,6,0,3,1
24/25,280970,DHL Stormers,away,34,loss,98,335,18,4,8,94,8,7,25,842,5,73,2,12,155,27,10,1,0,6,0,1,1
24/25,280970,Ulster Rugby,home,38,win,141,452,27,8,10,136,13,2,20,750,5,92,1,10,120,18,12,5,0,2,1,2,0
24/25,280971,Dragons RFC,away,5,loss,117,291,17,2,7,124,16,4,26,757,11,71,3,7,142,28,15,2,1,4,1,4,0
24/25,280971,Edinburgh Rugby,home,38,win,129,398,28,10,13,160,18,8,28,985,2,82,1,19,135,17,5,2,0,2,1,0,0
24/25,280972,Vodacom Bulls,home,63,win,93,507,26,9,9,119,15,6,25,1055,8,52,0,18,42,15,7,1,0,3,0,0,0
24/25,280972,Zebre Parma,away,24,loss,69,351,15,5,7,97,15,6,21,833,6,28,5,10,83,26,14,4,0,5,0,1,0
24/25,280973,Ospreys,away,22,loss,96,301,16,4,6,111,14,4,24,810,6,68,1,6,159,21,17,2,1,4,0,2,0
24/25,280973,Scarlets,home,38,win,132,381,21,9,8,161,14,6,24,1009,6,92,0,17,105,16,13,2,0,4,0,2,0
24/25,280974,Hollywoodbets Sharks,home,7,loss,113,286,24,4,15,138,15,4,14,672,8,75,2,13,129,16,9,2,0,4,1,0,0
24/25,280974,Leinster Rugby,away,10,win,103,196,16,4,5,93,12,6,19,611,9,78,3,5,116,24,17,6,1,4,1,0,0
24/25,280975,Benetton Rugby,home,20,win,111,293,23,8,9,134,15,4,26,1014,4,87,3,17,76,9,8,5,0,1,1,0,0
24/25,280975,Cardiff Rugby,away,19,loss,71,266,9,4,3,67,9,5,33,970,11,46,2,12,154,23,15,3,0,4,0,2,0
24/25,280976,Glasgow Warriors,home,42,win,265,766,37,7,23,327,17,9,9,441,6,158,6,11,121,14,12,3,1,1,3,1,0
24/25,280976,Emirates Lions,away,0,loss,123,300,14,2,5,151,15,12,16,530,7,71,3,9,247,37,14,3,0,3,1,2,0
24/25,280977,Edinburgh Rugby,home,17,loss,146,375,26,8,8,157,15,5,28,730,6,113,3,14,111,15,15,4,0,3,2,1,0
24/25,280977,Hollywoodbets Sharks,away,18,win,74,210,15,3,2,74,15,4,24,797,4,58,1,12,181,26,13,1,3,5,1,1,0
24/25,280978,Emirates Lions,home,31,loss,164,462,35,6,18,195,17,6,19,734,3,86,4,15,62,10,13,4,1,2,2,1,0
24/25,280978,Benetton Rugby,away,42,win,82,380,10,7,9,92,10,8,22,903,8,41,2,7,145,35,13,1,1,6,0,3,0
24/25,280979,Ospreys,home,19,loss,170,445,28,7,12,236,13,5,16,764,1,115,1,18,128,22,18,3,0,7,2,1,0
24/25,280979,Cardiff Rugby,away,36,win,103,310,22,9,5,124,5,9,27,1002,8,68,2,12,190,28,17,1,3,8,0,2,0
24/25,280980,DHL Stormers,home,34,win,81,353,25,8,6,78,8,3,20,669,7,48,1,16,129,23,12,1,0,4,1,1,0
24/25,280980,Connacht Rugby,away,29,loss,111,301,23,8,7,148,7,7,21,739,3,76,1,14,82,25,14,6,1,4,2,0,0
24/25,280981,Vodacom Bulls,away,16,win,92,231,19,1,3,72,16,8,43,1388,9,65,1,8,182,21,14,2,0,5,1,5,0
24/25,280981,Munster Rugby,home,13,loss,166,401,21,6,8,228,14,7,40,1378,9,118,4,11,99,19,10,2,0,4,1,3,0
24/25,280982,Scarlets,away,31,win,123,441,20,8,9,137,18,8,26,985,7,70,2,14,151,31,12,2,0,3,1,3,0
24/25,280982,Dragons RFC,home,23,loss,127,402,31,4,8,152,11,10,28,1026,4,94,1,9,124,20,19,5,1,2,1,2,0
24/25,280983,Ulster Rugby,away,17,loss,170,460,45,7,16,188,13,4,41,1292,5,124,2,11,151,29,8,3,1,1,0,0,0
24/25,280983,Leinster Rugby,home,41,win,132,487,29,7,13,156,14,6,40,1345,4,89,4,14,208,45,8,2,0,2,1,2,0
24/25,280984,Zebre Parma,home,6,loss,91,418,13,4,9,102,21,15,24,861,8,47,4,9,169,31,14,2,1,4,0,3,0
24/25,280984,Glasgow Warriors,away,14,win,151,430,31,7,4,196,20,11,29,956,7,108,1,22,77,13,15,6,0,2,1,2,0
24/25,280985,Glasgow Warriors,home,19,loss,169,708,52,10,11,234,18,4,26,741,2,121,2,16,103,25,14,5,2,4,2,2,0
24/25,280985,Vodacom Bulls,away,26,win,94,395,25,6,7,109,10,7,29,1033,8,62,2,7,188,52,13,1,0,4,1,4,0
24/25,280986,Munster Rugby,away,21,loss,176,306,27,5,11,228,14,5,24,825,8,116,4,7,155,20,11,1,2,2,0,2,0
24/25,280986,Cardiff Rugby,home,26,win,147,364,20,9,12,210,13,5,27,912,6,94,2,18,197,27,6,2,0,1,0,3,0
24/25,280987,Connacht Rugby,away,7,loss,116,346,14,3,12,158,15,10,24,878,9,72,2,11,93,33,15,4,0,6,1,1,0
24/25,280987,Emirates Lions,home,26,win,117,447,33,9,21,152,15,9,34,1309,6,67,2,12,110,14,10,2,0,2,1,1,0
24/25,280988,Ospreys,home,57,win,121,686,28,11,12,154,9,5,21,808,5,62,1,13,111,18,14,1,1,2,0,1,0
24/25,280988,Dragons RFC,away,24,loss,85,131,18,2,2,112,11,7,24,1107,5,68,1,15,103,28,14,4,0,4,1,1,0
24/25,280989,DHL Stormers,home,56,win,109,578,23,10,13,116,19,9,26,815,9,50,0,12,103,16,7,5,0,2,2,1,0
24/25,280989,Benetton Rugby,away,5,loss,112,301,16,7,11,130,21,3,22,589,10,59,1,10,76,23,13,3,0,6,0,1,0
24/25,280990,Leinster Rugby,away,22,loss,125,364,31,6,10,177,16,12,21,773,3,94,4,10,131,34,12,1,0,4,1,1,0
24/25,280990,Scarlets,home,35,win,108,390,34,10,7,121,17,5,30,890,8,71,0,11,157,31,12,2,0,6,0,1,0
24/25,280991,Hollywoodbets Sharks,away,22,win,144,461,27,6,11,205,14,6,33,1119,7,105,2,15,127,21,4,0,1,0,1,1,0
24/25,280991,Ulster Rugby,home,19,loss,110,451,21,7,13,125,13,7,37,1050,5,74,2,8,167,27,8,1,0,1,0,1,0
24/25,280993,Ospreys,away,10,loss,76,231,14,6,10,85,15,7,28,850,7,47,2,15,164,35,14,3,0,3,1,3,0
24/25,280993,Hollywoodbets Sharks,home,29,win,133,358,35,5,10,137,19,9,31,1000,4,93,1,18,65,14,9,5,0,1,2,1,0
24/25,280994,Munster Rugby,home,38,win,134,398,23,9,16,138,14,10,20,675,3,77,5,10,158,23,10,3,0,1,1,4,0
24/25,280994,Ulster Rugby,away,20,loss,134,328,23,2,11,175,14,3,19,582,9,89,1,10,135,23,14,2,2,4,0,4,0
24/25,280995,Vodacom Bulls,home,45,win,115,464,22,8,21,150,19,5,26,1093,8,54,1,11,117,19,8,2,0,1,1,1,0
24/25,280995,Cardiff Rugby,away,21,loss,119,409,19,5,7,187,18,5,24,866,8,75,1,14,100,22,9,6,1,0,1,0,0
24/25,280996,DHL Stormers,home,48,win,116,660,26,12,11,168,18,5,32,1272,10,71,3,13,83,12,5,3,0,1,2,1,0
24/25,280996,Dragons RFC,away,12,loss,74,259,12,3,5,78,11,3,33,1169,7,57,4,4,112,26,12,7,0,2,2,2,0
24/25,280997,Leinster Rugby,home,76,win,145,801,33,12,24,199,13,8,33,1067,8,68,2,12,130,32,6,1,0,1,1,1,0
24/25,280997,Zebre Parma,away,5,loss,134,445,32,8,17,147,21,7,24,625,4,73,5,9,110,33,9,4,0,4,3,0,0
24/25,280998,Glasgow Warriors,away,7,loss,156,431,30,6,12,183,17,2,20,685,10,83,4,16,67,12,10,4,0,0,0,1,0
24/25,280998,Benetton Rugby,home,33,win,89,341,12,6,12,95,12,5,22,921,8,38,5,6,136,30,15,3,0,5,1,5,0
24/25,280999,Connacht Rugby,home,21,loss,131,452,25,7,9,177,9,5,13,532,9,82,2,9,73,12,17,3,2,4,0,2,0
24/25,280999,Edinburgh Rugby,away,31,win,75,332,12,3,5,81,14,5,17,753,8,40,1,16,145,25,12,4,5,1,3,0,0
24/25,281000,Emirates Lions,home,19,loss,139,436,34,7,17,186,17,5,24,998,4,95,3,14,79,21,13,2,0,2,2,2,0
24/25,281000,Scarlets,away,32,win,84,347,21,11,11,105,12,9,30,929,6,47,2,14,145,34,10,1,1,4,0,4,0
24/25,281001,Cardiff Rugby,away,24,loss,80,245,9,5,7,96,10,11,34,1242,7,51,4,10,154,23,10,3,0,3,0,5,1
24/25,281001,DHL Stormers,home,34,win,157,600,23,11,23,195,16,5,32,1006,5,93,2,17,77,9,12,4,0,4,1,0,1
24/25,281002,Ulster Rugby,away,17,loss,127,380,22,3,10,173,25,4,20,711,3,87,2,12,109,27,13,3,0,4,1,1,0
24/25,281002,Edinburgh Rugby,home,47,win,111,486,27,10,6,139,8,10,26,817,10,62,5,12,154,22,11,2,0,2,0,1,0
24/25,281003,Benetton Rugby,away,21,loss,90,332,22,7,8,116,14,6,23,844,6,54,3,13,152,21,9,1,0,4,1,2,0
24/25,281003,Munster Rugby,home,30,win,145,403,21,8,9,175,16,6,36,908,7,101,0,7,85,22,10,3,0,2,1,2,0
24/25,281004,Dragons RFC,away,15,loss,81,271,9,6,5,80,6,6,23,786,8,52,1,12,125,19,16,5,0,3,1,2,0
24/25,281004,Vodacom Bulls,home,55,win,127,420,19,10,7,145,14,7,21,1050,8,74,0,19,89,9,6,1,0,1,1,2,0
24/25,281005,Emirates Lions,home,29,win,109,325,28,5,10,158,14,8,28,1047,7,70,0,16,147,16,10,3,0,3,2,2,0
24/25,281005,Ospreys,away,28,loss,128,469,16,5,6,175,12,5,17,669,8,88,2,11,116,28,12,2,1,2,2,3,0
24/25,281006,Connacht Rugby,away,22,win,144,511,25,9,11,189,22,9,18,701,7,77,1,18,78,11,10,3,0,2,1,0,0
24/25,281006,Zebre Parma,home,12,loss,91,418,11,8,7,90,22,12,24,756,5,43,0,17,126,25,16,4,1,4,2,0,0
24/25,281007,Hollywoodbets Sharks,home,12,win,112,299,21,2,6,117,19,8,27,1101,10,86,2,20,78,12,8,3,0,1,1,1,0
24/25,281007,Scarlets,away,3,loss,71,225,12,8,5,70,13,10,29,920,7,49,1,9,142,21,19,4,0,2,2,3,0
24/25,281008,Glasgow Warriors,away,5,loss,100,242,22,4,5,116,13,4,37,1185,6,69,2,17,164,10,11,5,0,3,1,3,0
24/25,281008,Leinster Rugby,home,13,win,141,393,10,5,9,195,17,6,36,1249,8,96,2,14,119,22,6,1,1,2,0,0,0
